# ra,    dec,  Vmag,   B-V;  This data is extracted from SKY2000 Master Catalog, Version 4 <Goddard Space Flight Center, Flight Dynamics Division (2002)>
ra	dec	vmag	bv
329.8246	-38.3951	5.50	1.000
330.0330	6.7174	6.00	-0.114
330.2093	-28.4537	5.43	-0.095
330.2709	0.6047	5.60	1.284
330.2723	13.1198	5.61	0.356
330.2885	8.2572	5.64	1.438
330.4608	52.8823	5.78	-0.108
330.5191	58.0004	5.55	0.014
330.7659	-76.1184	5.94	0.406
330.8186	-6.5224	5.55	0.960
330.8285	-2.1554	4.75	-0.093
330.8293	11.3866	5.83	-0.053
330.8402	-56.7860	4.72	1.052
330.9477	64.6280	4.40	0.351
331.1532	-26.8224	5.96	-0.157
331.2866	62.2798	5.12	0.027
331.2972	26.6737	5.75	1.259
331.3945	28.9640	5.69	-0.051
331.4198	5.0585	4.85	1.448
331.4460	-0.3199	2.94	0.964
331.4626	-59.6361	5.62	1.469
331.5081	45.0143	5.09	1.572
331.5287	-39.5434	4.46	1.376
331.6093	-13.8697	4.29	-0.066
331.7528	25.3451	3.77	0.444
331.8691	19.4755	5.74	0.319
331.9596	21.7029	5.79	-0.080
332.0583	-46.9610	1.77	-0.073
332.0959	-32.9885	4.50	0.061
332.1081	-34.0438	4.97	1.495
332.2458	-18.5196	5.80	-0.167
332.4518	72.3412	4.80	0.911
332.4968	33.1782	4.29	0.477
332.5499	6.1979	3.53	0.089
332.6406	-4.2669	5.97	0.981
332.6560	11.6245	5.78	1.588
332.6562	-11.5649	5.44	-0.115
332.6616	70.1326	5.52	0.375
332.7137	58.2013	3.34	1.562
332.7912	50.8234	5.39	0.150
332.8774	59.4145	5.09	0.182
332.9639	16.0406	5.93	0.955
333.0084	60.7591	5.36	1.183
333.0337	24.9506	5.94	1.482
333.1993	34.6046	5.35	1.132
333.2942	86.1080	5.27	-0.026
333.4112	28.6080	5.87	1.168
333.4351	-25.1809	5.58	0.504
333.4552	45.4406	5.53	0.014
333.4697	39.7149	4.50	1.374
333.5751	-21.0746	5.32	0.800
333.5781	-27.7669	5.44	-0.106
333.6849	42.9539	5.72	0.011
333.7591	57.0436	4.18	0.290
333.9038	-41.3467	4.81	0.793
333.9924	37.7487	4.12	1.437
334.2002	-12.8314	5.34	1.125
334.2085	-7.7833	4.17	0.977
334.2190	-9.0401	5.79	1.162
334.2771	-5.3872	5.75	0.867
334.4608	-77.5116	5.48	0.318
334.5651	-53.6271	5.40	0.598
334.6254	-60.2596	2.86	1.393
335.0070	-80.4397	5.18	1.255
335.1149	5.7895	5.38	-0.042
335.2564	46.5366	4.56	-0.104
335.3306	28.3305	4.81	-0.025
335.3795	12.2052	4.82	-0.094
335.3982	-21.5982	5.13	1.055
335.4141	-1.3873	3.85	-0.035
335.7833	-45.9285	5.63	0.363
335.8785	-24.7627	5.53	0.962
335.8840	-7.1944	5.92	0.996
335.8901	52.2290	4.43	1.010
336.0287	-4.8370	5.79	-0.029
336.1128	-13.5294	5.77	0.964
336.1291	49.4764	4.60	0.057
336.1537	-72.2554	5.29	0.637
336.2350	-57.7974	5.32	0.673
336.2942	-70.4316	5.78	0.393
336.3193	1.3774	4.81	-0.174
336.5034	70.7709	5.47	1.215
336.6429	-16.7417	5.55	0.618
336.7721	65.1323	5.53	0.295
336.8332	-64.9664	4.50	-0.016
336.9647	4.6957	4.80	1.042
337.1570	-67.4891	5.57	0.205
337.1634	-39.1318	5.47	0.958
337.2079	-0.0205	3.66	0.415
337.2833	9.1290	5.58	1.583
337.2926	26.7632	5.77	1.252
337.2928	58.4152	4.07	0.764
337.3826	47.7069	4.35	1.590
337.4393	-43.7492	4.15	1.527
337.4417	-27.1073	5.94	0.347
337.5076	32.5726	5.63	-0.034
337.6219	43.1234	4.53	-0.101
337.6617	-10.6779	4.83	-0.038
337.8229	50.2825	3.78	0.028
337.8764	-32.3461	4.29	0.019
337.9063	-85.9673	5.76	1.028
338.0676	76.2264	5.70	0.017
338.2503	-61.9821	4.95	1.524
338.5121	-1.5743	5.88	0.973
338.6735	-20.7082	5.21	0.444
338.8391	-0.1175	4.04	-0.073
338.9016	-23.9911	5.97	0.987
338.9422	73.6432	5.08	0.412
339.1477	-31.6638	5.82	1.090
339.2452	-40.5910	5.88	0.055
339.3040	75.3718	5.79	1.565
339.3434	51.5451	4.65	0.250
339.4391	-4.2281	5.03	1.142
339.6580	56.7956	5.18	1.506
339.6627	63.5845	5.20	0.072
339.7144	-33.0813	5.67	0.035
339.7191	19.5223	5.84	0.917
339.8153	39.0503	4.89	-0.209
340.0767	53.8459	5.93	0.951
340.0929	-30.6589	5.88	1.299
340.1286	44.2763	4.50	1.307
340.1639	-27.0436	4.19	-0.098
340.2038	-57.4223	5.97	1.451
340.3655	10.8314	3.42	-0.073
340.3694	40.2254	5.24	-0.147
340.6669	-46.8846	2.12	1.535
340.7506	30.2212	2.94	0.851
340.8749	-41.4143	4.84	1.014
340.8968	-18.8304	4.68	1.362
341.0217	39.4653	5.98	1.539
341.0228	41.8192	5.11	0.956
341.4078	-53.5001	4.85	1.164
341.5146	-81.3816	4.14	0.217
341.5426	44.5461	5.84	0.353
341.6328	23.5657	3.96	1.074
341.6733	12.1729	4.21	0.499
341.8711	83.1538	4.78	1.267
341.8880	-19.6134	5.25	0.935
342.0460	37.4167	5.81	1.021
342.0476	76.4710	5.81	1.021
342.1387	-51.3169	3.49	0.094
342.3979	-13.5926	4.04	1.567
342.4201	66.2004	3.50	1.052
342.4430	55.9028	5.44	1.163
342.5008	24.6016	3.51	0.928
342.5907	41.9534	5.93	0.052
342.5951	-80.1238	5.32	-0.128
342.7590	-39.1568	5.40	1.443
342.7626	85.3737	5.90	1.339
342.8372	-29.5363	5.99	0.899
342.8443	61.6967	5.83	0.845
343.0085	43.3124	4.94	1.563
343.1003	9.8357	5.16	0.486
343.1536	-7.5796	3.75	1.595
343.2594	16.8412	5.89	1.130
343.3696	-11.6165	5.79	-0.076
343.4173	44.7492	5.81	0.292
343.5291	40.3769	5.82	1.141
343.6040	84.3462	4.69	1.431
343.6626	-15.8208	3.27	0.075
343.7957	-4.9879	5.75	0.883
343.8070	8.8162	4.91	0.000
343.9871	-32.5396	4.22	0.962
344.0985	41.6039	5.60	-0.151
344.1083	49.7335	4.98	1.766
344.1992	-47.9692	5.71	0.239
344.2688	48.6841	5.34	-0.105
344.3666	20.7688	5.45	0.664
344.4127	-29.6222	1.23	0.142
344.7992	11.7288	5.77	0.285
344.8644	0.9629	5.43	0.989
345.0213	56.9454	5.10	1.007
345.0241	-25.1642	5.66	1.232
345.1788	3.0118	5.84	1.351
345.2200	-52.7541	4.12	0.970
345.2816	-50.9500	5.68	1.417
345.3308	-28.8540	5.55	1.337
345.3821	-4.7115	5.94	0.977
345.4803	42.3260	3.64	-0.085
345.6844	-20.8707	5.98	0.951
345.8742	-34.7494	5.13	0.289
345.8870	67.2092	5.23	1.254
345.9436	28.0828	2.47	1.628
345.9692	3.8200	4.50	-0.114
345.9985	-41.4789	5.79	1.065
346.0458	50.0521	4.65	1.057
346.1651	-53.9649	5.37	1.453
346.1902	15.2053	2.49	-0.008
346.2176	-68.8202	5.52	0.392
346.2908	-7.6938	5.44	0.302
346.6534	59.4198	4.85	-0.064
346.6702	-23.7431	4.48	0.890
346.7197	-43.5204	4.33	0.441
346.7234	-38.8923	5.63	0.003
346.7511	9.4095	4.54	1.544
346.7781	25.4683	4.76	1.284
346.8696	21.1343	5.96	0.254
346.8701	-31.2826	5.96	0.254
346.9136	46.3872	5.30	1.411
346.9391	49.2958	5.69	0.434
346.9744	75.3875	4.42	0.789
347.1705	2.1279	5.43	0.902
347.3617	-21.1724	3.68	1.217
347.3811	8.6772	5.03	1.480
347.4788	-22.4576	4.72	0.642
347.5406	-40.5915	5.95	1.535
347.5897	-45.2467	3.88	1.000
347.6133	43.5442	5.91	0.450
347.6777	17.5944	5.68	1.330
348.3207	57.1684	5.57	1.000
348.3604	11.0650	5.86	0.988
348.5807	-6.0490	4.23	1.546
348.6546	74.2313	5.89	-0.013
348.8927	-3.4964	5.56	0.058
348.9072	70.8881	5.55	0.255
348.9729	-9.0877	4.24	1.100
349.1658	-44.4892	5.92	1.051
349.1763	53.2135	5.58	0.547
349.2122	-7.7265	5.00	1.608
349.2404	-62.0012	5.66	0.511
349.2914	3.2823	3.70	0.916
349.3574	-58.2357	4.00	0.403
349.6562	68.1114	4.86	0.896
349.7060	-32.5320	4.41	1.126
349.7403	-9.6108	5.01	-0.020
349.7778	-13.4586	5.20	0.787
349.8499	-5.1244	5.58	0.381
349.8504	-18.0754	5.96	1.518
350.0858	5.3813	5.07	1.198
350.2065	30.4149	5.58	1.504
350.2219	38.1823	5.78	0.456
350.3146	-26.9868	5.66	0.810
350.4789	31.8125	5.35	-0.103
350.6356	60.1335	5.53	1.678
350.6632	-15.0393	5.21	0.196
350.7426	-20.1006	3.96	1.090
350.7690	12.3139	5.08	1.314
351.0553	-51.8912	5.74	1.582
351.2094	62.2828	4.97	1.648
351.3311	-56.8490	5.60	1.065
351.3449	23.4041	4.43	0.601
351.5116	-20.6420	4.37	1.468
351.6524	-52.7216	5.53	0.393
351.7331	1.2556	4.93	0.046
351.7536	87.3075	5.56	0.242
351.7808	42.9120	5.75	-0.013
351.8125	-58.4761	5.64	0.980
351.8193	70.3598	5.60	0.169
351.9183	25.1673	5.99	-0.065
351.9921	6.3790	4.28	1.067
352.0158	-87.4822	5.50	1.288
352.2541	-63.1107	5.66	-0.144
352.2887	12.7606	4.54	0.934
352.5081	58.5489	4.89	-0.124
352.8226	39.2362	5.23	1.018
353.2427	-37.8183	4.38	-0.085
353.3193	-20.9145	4.71	0.018
353.3671	22.4988	5.41	1.452
353.4883	31.3253	4.98	1.379
353.5376	-1.2476	5.89	0.327
353.6564	40.2364	5.56	0.093
353.6592	33.4973	5.63	1.039
353.7057	-15.2460	5.95	1.339
353.7460	71.6420	5.85	1.694
353.7690	-42.6151	4.71	0.085
354.0970	2.1022	5.70	0.436
354.3910	46.4582	3.87	0.981
354.4148	-13.0602	5.66	1.015
354.4625	-45.4924	4.74	0.085
354.4867	18.4007	5.49	0.007
354.5342	43.2681	4.29	-0.086
354.7847	50.4717	5.35	-0.053
354.7924	75.2929	5.96	0.106
354.8369	77.6323	3.22	1.036
354.8381	74.0026	5.98	0.882
354.9793	9.6773	5.99	0.218
354.9877	5.6263	4.14	0.511
355.1021	44.3339	4.15	-0.065
355.1590	-32.0731	5.31	0.962
355.2871	-11.6807	5.89	0.978
355.4409	-17.8165	4.82	0.804
355.4862	7.2505	5.90	0.093
355.5117	1.7800	4.50	0.204
355.6159	-15.4480	5.26	1.347
355.6806	-14.5449	4.49	-0.035
355.8432	10.3315	5.10	1.666
355.9979	29.3615	4.94	0.931
356.0502	-64.4045	5.72	1.392
356.1702	-78.7914	5.74	1.103
356.5038	-18.6783	5.63	0.263
356.5085	46.4203	4.98	1.084
356.5980	3.4868	5.02	2.668
356.6531	66.7822	5.95	-0.053
356.7580	57.4514	5.53	1.638
356.7644	58.6520	4.88	1.120
356.8163	-11.9111	5.73	1.075
356.8166	-50.2265	5.17	-0.167
356.9782	67.8068	5.05	0.004
356.9856	-2.7616	5.50	0.935
357.2088	62.2141	5.43	0.670
357.2314	-28.1303	4.58	0.008
357.3645	1.0761	5.77	0.164
357.4141	28.8424	5.96	0.196
357.4207	36.4253	5.87	0.793
357.5614	-9.9741	5.93	1.137
357.8385	9.3134	5.80	1.611
357.8389	-18.9092	5.19	-0.126
357.9910	2.9304	5.58	1.537
358.1220	19.1203	5.08	1.558
358.1546	10.9473	5.31	0.180
358.2105	-8.9968	5.75	1.165
358.2315	-3.1555	5.93	1.075
358.5960	57.4994	4.51	1.188
358.6943	0.1093	5.86	1.437
358.8895	47.3558	6.00	1.169
359.3329	-62.9566	5.96	0.097
359.3962	-64.2982	5.00	0.055
359.4397	25.1414	4.66	1.535
359.6682	-3.5560	4.88	0.929
359.7324	-52.7458	5.13	1.119
359.7522	55.7549	4.88	-0.071
359.8279	6.8633	4.03	0.412
359.9791	-65.5771	4.50	-0.077
